"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-01-28","14.99",",,W"," 2254",",,W","0.01",",,W",,,"33",",,W","27",",,W","  260",",,W","  290",",,W","23.0",",,W","31.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-01-29","7.83",",,W"," 1321",",,W","0.00","T,,W",,,"34",",,W","28",",,W","  260",",,W","  250",",,W","16.1",",,W","25.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-01-30","8.50",",,W"," 1038",",,W","0.01",",,W",,,"28",",,W","21",",,W","  280",",,W","  270",",,W","21.0",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-01-31","14.54",",,W"," 1849",",,W","0.05",",,W",,,"39",",,W","22",",,W","  240",",,W","  230",",,W","25.1",",,W","34.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-01","10.96",",,W"," 1109",",,W","0.06",",,W",,,"38",",,W","32",",,W","  250",",,W","  260",",,W","23.0",",,W","27.1",",,W","    1",",,W",,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-02","9.84",",,W"," 1253",",,W","0.00","T,,W",,,"34",",,W","24",",,W","  260",",,W","  290",",,W","21.0",",,W","30.0",",,W",,,,,,,,,"    1",",,W"
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-03","9.62",",,W"," 1925",",,W","0.00","T,,W",,,"26",",,W","19",",,W","  280",",,W","  260",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-04","8.28",",,W"," 1241",",,W","0.00",",,W",,,"32",",,W","14",",,W","  210",",,W","  210",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-05","12.08",",,W"," 1000",",,W","0.00",",,W",,,"45",",,W","25",",,W","  240",",,W","  230",",,W","25.9",",,W","35.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-06","8.28",",,W"," 1203",",,W","0.05",",,W",,,"55",",,W","29",",,W","  220",",,W","  190",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-07","13.42",",,W"," 1938",",,W","0.45",",,W",,,"65",",,W","43",",,W","  220",",,W","  220",",,W","25.9",",,W","36.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-08","9.62",",,W"," 0235",",,W","0.45",",,W",,,"56",",,W","30",",,W","  220",",,W","  220",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-09","13.87",",,W"," 1553",",,W","0.15",",,W",,,"30",",,W","17",",,W","  330",",,W","  320",",,W","25.1",",,W","38.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-10","10.29",",,W"," 0216",",,W","0.00",",,W",,,"36",",,W","13",",,W","  170",",,W","  260",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-11","9.40",",,W"," 1310",",,W","0.00","T,,W",,,"55",",,W","36",",,W","  250",",,W","  230",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-12","12.75",",,W"," 2150",",,W","0.24",",,W",,,"59",",,W","35",",,W","  310",",,W","  280",",,W","29.1",",,W","46.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-13","9.62",",,W"," 0039",",,W","0.01",",,W",,,"39",",,W","28",",,W","  310",",,W","  320",",,W","23.9",",,W","40.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-14","11.63",",,W"," 1120",",,W","0.00",",,W",,,"49",",,W","26",",,W","  240",",,W","  210",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-15","11.18",",,W"," 1119",",,W","0.02",",,W",,,"42",",,W","26",",,W","  330",",,W","  310",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-16","7.38",",,W"," 0948",",,W","0.00","T,,W",,,"29",",,W","22",",,W","  290",",,W","  280",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-17","5.37",",,W"," 1447",",,W","0.00",",,W",,,"53",",,W","21",",,W","  190",",,W","  170",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-18","12.97",",,W"," 1444",",,W","0.00",",,W",,,"67",",,W","42",",,W","  250",",,W","  220",",,W","21.9",",,W","31.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-19","9.84",",,W"," 1550",",,W","0.00",",,W",,,"63",",,W","44",",,W","  260",",,W","  260",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-20","2.91",",,W"," 0018",",,W","0.00",",,W",,,"60",",,W","41",",,W","  260",",,W","  260",",,W","10.1",",,W","13.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-21","7.16",",,W"," 1112",",,W","0.00",",,W",,,"66",",,W","47",",,W","  210",",,W","  170",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-22","6.49",",,W"," 2345",",,W","0.00","T,,W",,,"66",",,W","53",",,W","  210",",,W","  220",",,W","13.0",",,W","19.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-23","9.84",",,W"," 1040",",,W","0.00",",,W",,,"68",",,W","53",",,W","  220",",,W","  220",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-24","10.29",",,W"," 1059",",,W","0.00",",,W",,,"77",",,W","57",",,W","  190",",,W","  200",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-25","15.21",",,W"," 1542",",,W","0.32",",,W",,,"66",",,W","28",",,W","  260",",,W","  270",",,W","29.1",",,W","40.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-26","10.07",",,W"," 1255",",,W","0.00","T,,W",,,"39",",,W","26",",,W","  250",",,W","  280",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-27","8.50",",,W"," 1244",",,W","0.02",",,W",,,"46",",,W","32",",,W","  210",",,W","  200",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-02-28","10.29",",,W"," 2047",",,W","0.01",",,W",,,"57",",,W","38",",,W","  200",",,W","  190",",,W","23.0",",,W","35.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-01","16.33",",,W"," 2123",",,W","1.20",",,W",,,"62",",,W","39",",,W","  250",",,W","  280",",,W","32.0",",,W","46.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-02","12.75",",,W"," 0143",",,W","0.07",",,W",,,"40",",,W","27",",,W","  240",",,W","  260",",,W","32.0",",,W","42.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-03","11.41",",,W"," 1217",",,W","0.00","T,,W",,,"32",",,W","20",",,W","  250",",,W","  310",",,W","25.1",",,W","36.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-04","7.61",",,W"," 1412",",,W","0.00",",,W",,,"33",",,W","19",",,W","  350",",,W","  350",",,W","17.0",",,W","25.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-05","5.82",",,W"," 1510",",,W","0.00",",,W",,,"46",",,W","15",",,W","  110",",,W","  110",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-06","9.62",",,W"," 1403",",,W","0.29",",,W",,,"56",",,W","37",",,W","  190",",,W","  210",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-07","13.42",",,W"," 2158",",,W","0.48",",,W",,,"61",",,W","41",",,W","  330",",,W","  320",",,W","30.0",",,W","45.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-08","18.34",",,W"," 1443",",,W","0.03",",,W",,,"56",",,W","38",",,W","  240",",,W","  230",",,W","36.9",",,W","51.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-09","10.96",",,W"," 1433",",,W","0.04",",,W",,,"58",",,W","34",",,W","  260",",,W","  260",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-10","11.18",",,W"," 1609",",,W","0.38",",,W",,,"34",",,W","20",",,W","  330",",,W","  340",",,W","25.1",",,W","38.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-11","9.40",",,W"," 1058",",,W","0.00","T,,W",,,"26",",,W","15",",,W","  330",",,W","  280",",,W","19.9",",,W","29.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-12","5.82",",,W"," 1332",",,W","0.00","T,,W",,,"30",",,W","17",",,W","  320",",,W","  310",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-13","7.38",",,W"," 1213",",,W","0.00",",,W",,,"40",",,W","19",",,W","  100",",,W","  100",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-14","12.97",",,W"," 1203",",,W","0.02",",,W",,,"36",",,W","15",",,W","  330",",,W","  320",",,W","23.9",",,W","35.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-15","14.99",",,W"," 1142",",,W","0.00","T,,W",,,"27",",,W","14",",,W","  330",",,W","  290",",,W","23.9",",,W","38.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-16","9.84",",,W"," 1335",",,W","0.00","T,,W",,,"36",",,W","21",",,W","  330",",,W","  300",",,W","19.9",",,W","28.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-17","6.26",",,W"," 1501",",,W","0.15",",,W",,,"42",",,W","21",",,W","  210",",,W","  210",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-18","7.16",",,W"," 1654",",,W","0.07",",,W",,,"45",",,W","32",",,W","  280",",,W","  330",",,W","16.1",",,W","28.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-19","6.49",",,W"," 0030",",,W","0.00","T,,W",,,"41",",,W","33",",,W","  330",",,W","  330",",,W","14.1",",,W","19.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-20","4.03",",,W"," 1037",",,W","0.00",",,W",,,"51",",,W","35",",,W","  250",",,W","  250",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-21","8.05",",,W"," 2227",",,W","0.00",",,W",,,"60",",,W","37",",,W","  340",",,W","  340",",,W","21.9",",,W","32.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-22","11.63",",,W"," 0331",",,W","0.00","T,,W",,,"38",",,W","23",",,W","  330",",,W","  340",",,W","23.9",",,W","35.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-23","4.70",",,W"," 1522",",,W","0.00",",,W",,,"50",",,W","19",",,W","  130",",,W","   60",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-24","12.97",",,W"," 0947",",,W","0.25",",,W",,,"74",",,W","39",",,W","  220",",,W","  220",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-25","7.83",",,W"," 0928",",,W","0.00",",,W",,,"75",",,W","62",",,W","  270",",,W","  260",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-26","11.41",",,W"," 0901",",,W","0.25",",,W",,,"65",",,W","52",",,W","  160",",,W","  140",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-27","7.83",",,W"," 1325",",,W","0.21",",,W",,,"69",",,W","52",",,W","  260",",,W","  260",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-28","8.05",",,W"," 1930",",,W","0.17",",,W",,,"61",",,W","46",",,W","  330",",,W","  320",",,W","17.0",",,W","25.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-29","6.49",",,W"," 1450",",,W","0.00",",,W",,,"61",",,W","44",",,W","  330",",,W","  350",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-30","10.51",",,W"," 1002",",,W","0.06",",,W",,,"56",",,W","45",",,W","  130",",,W","  130",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-03-31","6.93",",,W"," 2235",",,W","1.24",",,W",,,"54",",,W","45",",,W","  330",",,W","  330",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-04-01","8.95",",,W"," 0046",",,W","0.02",",,W",,,"45",",,W","39",",,W","  320",",,W","  320",",,W","21.0",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-04-02","5.82",",,W"," 2324",",,W","0.00",",,W",,,"58",",,W","34",",,W","  100",",,W","   90",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-04-03","8.05",",,W"," 1745",",,W","0.01",",,W",,,"72",",,W","46",",,W","  160",",,W","  160",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-04-04","15.43",",,W"," 1432",",,W","0.16",",,W",,,"64",",,W","50",",,W","  240",",,W","  230",",,W","33.1",",,W","45.0",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-04-05","8.95",",,W"," 2358",",,W","0.00",",,W",,,"72",",,W","44",",,W","  300",",,W","  290",",,W","19.9",",,W","33.1",",,W",,,,,,,,,,
"USW00014762","PITTSBURGH ALLEGHENY CO AIRPORT, PA US","40.35472","-79.92167","380.4","2017-04-06","13.42",",,W"," 1635",",,W","0.51",",,W",,,"61",",,W","35",",,W","  240",",,W","  260",",,W","28.0",",,W","36.0",",,W",,,,,,,,,,
